cluster_id,gold,tissue_name,stage_hpf,kind,scored,agrees,agrees_overlay,confidence,confidence_score,margin,ood,abstain_reason,n_resolved,n_markers,vocab_hit_rate,depth,zfa_id,bucket,panel_bucket,convergent_genes,attractor_groundings,thin_overcall,support_fraction,n_candidates
eye.31,eye,eye,60.0,abstain,1,,,,,0.0,no_signal,no_panel,23,25,0.0,0,,mixed/unresolved,,,,,,0
eye.32,eye,eye,72.0,abstain,1,,,,,0.0424,in_set,weak_signal,22,25,0.04,0,,mixed/unresolved,,,,,,1
eye.33,eye,eye,32.0,abstain,1,,,,,0.0,no_signal,no_panel,22,25,0.12,0,,mixed/unresolved,,,,,,0
eye.34,eye,eye,36.0,named,1,1,1,low,0.5331,0.0922,in_set,,25,25,0.08,12,ZFA:0000035,lens,eye,cryba1b;cryba1l1;cryba1l2;cryba2a;cryba2b;cryba4;crybb1;crybb1l1;crybb1l2;crygmx;crygn2;fabp4a;lim2.1;lim2.3;lim2.4;mipa;mipb;nap1l1;rbm24a,neural,0,0.864,1
eye.35,eye,eye,108.0,named,1,1,1,low,0.3592,0.0777,in_set,,24,25,0.12,15,ZFA:0000144,retinal pigmented epithelium,eye,ctsd;dct;fabp4b;pmela;pmelb;rbp5;rdh5;rgrb;rlbp1b;rpe65a;stra6;tspan36;tyrp1b,neural,0,0.591,2
eye.36,eye,eye,72.0,named,1,0,0,low,0.3525,0.0032,in_set,,24,25,0.16,1,ZFA:0000396,nervous system,neural,atp1a3a;atp1b2a;atp6v0cb;cadm3;calb2b;ckbb;crx;dscaml1;gnb3a;gng13b;gpm6aa;gpm6ab;mdkb;ndrg4;nova2;otx5;pals2b;pcbp3;ptmab;rs1a;snap25b;syt5b;vsx1,neural,0,1.0,4
eye.37,eye,eye,24.0,abstain,1,,,,,0.0,no_signal,no_panel,23,25,0.12,0,,mixed/unresolved,,,,,,0
eye.38,eye,eye,48.0,abstain,1,,,,,0.0,no_signal,no_panel,21,25,0.04,0,,mixed/unresolved,,,,,,0
eye.39,eye,eye,72.0,abstain,1,,,,,0.0,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,2
eye.4,eye,eye,60.0,abstain,1,,,,,0.0492,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
eye.40,eye,eye,36.0,abstain,1,,,,,0.0,no_signal,no_panel,23,25,0.12,0,,mixed/unresolved,,,,,,0
eye.41,eye,eye,48.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.0,0,,mixed/unresolved,,,,,,0
eye.5,eye,eye,60.0,named,1,1,1,low,0.3809,0.0,in_set,,24,25,0.16,15,ZFA:0000143,retinal photoreceptor layer,eye,crx;elovl4b;gngt2a;neurod1;otx5;ppdpfa;rcvrn2;tmx3a;unc119b,neural,0,0.409,4
eye.6,eye,eye,48.0,abstain,1,,,,,0.0277,in_set,weak_signal,23,25,0.04,0,,mixed/unresolved,,,,,,1
eye.7,eye,eye,96.0,abstain,1,,,,,0.0476,in_set,weak_signal,25,25,0.04,0,,mixed/unresolved,,,,,,1
eye.8,eye,eye,72.0,named,1,1,1,low,0.3567,0.0024,in_set,,24,25,0.12,15,ZFA:0000119,retinal inner nuclear layer,eye,cadm3;calb2b;crx;gnao1b;gpm6aa;gpm6ab;isl1a;mdkb;ndrg4;neurod4;otx5;ptmaa;ptmab;rs1a;vsx1,neural,0,0.652,3
eye.9,eye,eye,72.0,abstain,1,,,,,0.0489,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
fin.1,fin,fin,108.0,named,1,1,1,low,0.3442,0.0011,in_set,,21,25,0.12,5,ZFA:0001161,pectoral fin,fin,and1;and2;apoeb;capns1a;col1a1a;icn;pfn1;s100a10b;selenow1;sparc,,0,0.556,3
fin.10,fin,fin,48.0,abstain,1,,,,,0.1429,in_set,weak_signal,23,25,0.12,0,,mixed/unresolved,,,,,,1
fin.11,fin,fin,108.0,named,1,0,0,low,0.5671,0.0923,in_set,,23,25,0.12,6,ZFA:0000105,epidermis,epidermis,anxa1a;capns1a;cfl1l;cldni;col1a1b;col1a2;cyt1;krt1-19e;krt4;krt5;krt91;pfn1;pycard;rbp4;s100a10b;selenow1;sparc,epidermis,0,0.81,2
fin.12,fin,fin,72.0,abstain,1,,,,,0.0453,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
fin.13,fin,fin,120.0,rollup,1,,,medium,0.6456,0.1422,in_set,,23,25,0.2,1,,mesoderm,mesoderm,,,,,2
fin.14,fin,fin,104.0,named,1,1,1,low,0.3809,0.0767,in_set,,22,25,0.08,3,ZFA:0000108,fin,fin,actb2;and1;and2;col1a1a;mdka;ogna;rbp4;sparc;ucp2,,0,0.529,2
fin.15,fin,fin,48.0,named,1,1,1,low,0.4438,0.0254,in_set,,24,25,0.12,5,ZFA:0001161,pectoral fin,fin,and1;and2;col18a1a;col1a1a;egfl6;krt97;myh9a;pfn1;s100a10b;sparc;tagln2,,0,0.5,3
fin.16,fin,fin,48.0,rollup,1,,,low,0.598,0.0652,in_set,,23,25,0.16,1,,mesoderm,mesoderm,,,,,2
fin.17,fin,fin,84.0,abstain,1,,,,,0.0562,in_set,weak_signal,22,25,0.12,0,,mixed/unresolved,,,,,,2
fin.18,fin,fin,48.0,named,1,1,1,low,0.3442,0.0197,in_set,,25,25,0.12,5,ZFA:0001161,pectoral fin,fin,and1;bcam;col18a1a;col1a1a;egfl6;myh9a;pfn1;s100a10b;sparc;tagln2,,0,0.455,3
fin.19,fin,fin,48.0,named,1,0,0,low,0.5483,0.0817,in_set,,24,25,0.12,6,ZFA:0000105,epidermis,epidermis,anxa1a;cfl1l;col1a1a;cotl1;cyt1;krt1-19e;krt4;krt5;pfn1;postnb;s100a10b;selenow1;sparc,epidermis,0,0.65,2
fin.2,fin,fin,84.0,named,1,1,1,low,0.3565,0.002,in_set,,22,25,0.08,5,ZFA:0001161,pectoral fin,fin,and1;and2;apoeb;bcam;col18a1a;col1a1a;egfl6;pfn1;s100a10b;sparc,,0,0.5,2
fin.20,fin,fin,108.0,abstain,1,,,,,0.0826,in_set,weak_signal,21,25,0.12,0,,mixed/unresolved,,,,,,1
fin.21,fin,fin,84.0,named,1,1,1,low,0.3809,0.0763,in_set,,23,25,0.12,5,ZFA:0001161,pectoral fin,fin,and1;and2;apoeb;bcam;col18a1a;col1a1a;egfl6;icn;myh9a;pfn1;s100a10b;sparc,,0,0.6,3
fin.22,fin,fin,36.0,abstain,1,,,,,0.0345,structural,weak_signal,23,25,0.04,0,,mixed/unresolved,,,,,,1
fin.3,fin,fin,108.0,named,1,0,0,low,0.4177,0.011,in_set,,24,25,0.16,6,ZFA:0000105,epidermis,epidermis,anxa1a;apoeb;aqp3a;cfl1l;cldni;col1a1a;col1a2;cotl1;cyt1;krt4;krt5;krt91;pfn1;rbp4;s100a10b;sparc,epidermis,0,0.762,2
fin.4,fin,fin,72.0,named,1,1,1,low,0.3565,0.0431,in_set,,23,25,0.08,3,ZFA:0000108,fin,fin,and1;and2;col1a1a;ecrg4a;fah;fbln1;hgd;hpdb;pah;ptx3a;sparc;ucp2,,0,0.706,2
fin.5,fin,fin,48.0,named,1,0,0,low,0.4666,0.0481,in_set,,23,25,0.12,6,ZFA:0000105,epidermis,epidermis,aqp3a;cfl1l;cldni;col1a1a;cotl1;cyt1;krt4;krt5;myh9a;pfn1;pleca;postnb;rbp4;s100a10b;sparc,epidermis,0,0.75,2
fin.6,fin,fin,24.0,abstain,1,,,,,0.0015,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,2
fin.7,fin,fin,48.0,rollup,1,,,low,0.5939,0.1061,in_set,,24,25,0.2,1,,mesoderm,mesoderm,,,,,2
fin.8,fin,fin,72.0,named,1,1,1,low,0.4185,0.0484,in_set,,23,25,0.12,5,ZFA:0001161,pectoral fin,fin,and1;and2;col1a1a;egfl6;icn;pfn1;s100a10b;sparc,,0,0.4,3
fin.9,fin,fin,108.0,named,1,0,0,low,0.3726,0.0609,in_set,,24,25,0.16,6,ZFA:0005316,fin fold pectoral fin bud,fin,and1;and2;sparc,,1,0.15,3
glia.1,glia,glial,120.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.0,0,,mixed/unresolved,,,,,,0
glia.10,glia,glial,24.0,abstain,1,,,,,0.039,in_set,weak_signal,21,25,0.2,0,,mixed/unresolved,,,,,,2
glia.11,glia,glial,48.0,named,1,1,1,medium,0.7275,0.1955,in_set,,25,25,0.12,8,ZFA:0000101,diencephalon,neural,agrn;elavl3;gap43;gng2;isl1a;onecut1;phox2bb;ptmaa;rtn1a;slit3;stmn1b;tbx20;tubb5;vim,neural,0,0.583,1
glia.12,glia,glial,48.0,named,1,1,1,low,0.4388,0.0538,in_set,,22,25,0.16,8,ZFA:0000101,diencephalon,neural,actb2;cd82a;ckbb;cldn5a;fabp3;fabp7a;gpm6aa;gpm6bb;her4.1;her4.2;mdka;plp1a;slc1a2b;sox3,neural,0,0.636,2
glia.13,glia,glial,48.0,named,1,1,1,high,0.8617,0.2304,in_set,,23,25,0.12,8,ZFA:0000079,telencephalon,neural,ckbb;elavl3;elavl4;nova2;ptmaa;rtn1a;slit3;snap25a;sncb;stxbp1a;ywhah,neural,0,0.524,1
glia.14,glia,glial,36.0,abstain,1,,,,,0.0396,in_set,weak_signal,21,25,0.08,0,,mixed/unresolved,,,,,,2
glia.15,glia,glial,48.0,abstain,1,,,,,0.1152,in_set,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,1
glia.16,glia,glial,48.0,named,1,1,1,medium,0.7215,0.1668,in_set,,25,25,0.08,7,ZFA:0000109,forebrain,neural,dlb;ebf2;elavl3;fabp3;hes6;hnrnpaba;khdrbs1a;myt1a;nova2;scrt2;sox11b,neural,0,0.611,1
glia.17,glia,glial,72.0,abstain,1,,,,,0.0,in_set,weak_signal,25,25,0.04,0,,mixed/unresolved,,,,,,2
glia.18,glia,glial,48.0,abstain,1,,,,,0.0294,in_set,weak_signal,23,25,0.04,0,,mixed/unresolved,,,,,,1
glia.19,glia,glial,120.0,abstain,1,,,,,0.007,in_set,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,2
glia.2,glia,glial,36.0,named,1,1,1,low,0.4126,0.0264,in_set,,20,25,0.12,5,ZFA:0000008,brain,neural,btg2;cirbpb;cldn5a;fabp3;h3f3d;hnrnpaba;id1;khdrbs1a;lfng;marcksl1a;notch3;nova2;ntn1a;ptmab;ran;sox3;tspan7,neural,0,0.895,2
glia.20,glia,glial,24.0,abstain,1,,,,,0.0603,in_set,weak_signal,20,25,0.04,0,,mixed/unresolved,,,,,,1
glia.21,glia,glial,72.0,named,1,1,1,high,0.8881,0.239,in_set,,24,25,0.12,8,ZFA:0000079,telencephalon,neural,elavl3;elavl4;gpm6ab;isl1a;isl2b;marcksl1a;meis1b;nova2;nr2f1a;onecut1;ptmaa;rtn1a;sox4a;stmn1b,neural,0,0.636,1
glia.22,glia,glial,24.0,abstain,1,,,,,0.0,no_signal,no_panel,20,25,0.08,0,,mixed/unresolved,,,,,,0
glia.23,glia,glial,60.0,named,1,1,1,low,0.4535,0.0438,in_set,,25,25,0.08,6,ZFA:0009076,oligodendrocyte,glia,cldnk;mbpb;olig2;sox10;zwi,neural,0,0.263,2
glia.24,glia,glial,96.0,abstain,1,,,,,0.0265,in_set,weak_signal,25,25,0.04,0,,mixed/unresolved,,,,,,1
glia.25,glia,glial,36.0,abstain,1,,,,,0.0401,in_set,weak_signal,20,25,0.24,0,,mixed/unresolved,,,,,,4
glia.26,glia,glial,24.0,abstain,1,,,,,0.0313,in_set,weak_signal,22,25,0.04,0,,mixed/unresolved,,,,,,1
glia.27,glia,glial,48.0,abstain,1,,,,,0.0,no_signal,no_panel,21,25,0.08,0,,mixed/unresolved,,,,,,0
glia.28,glia,glial,48.0,abstain,1,,,,,0.0,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,3
glia.29,glia,glial,84.0,named,1,1,1,low,0.0826,0.0333,in_set,,24,25,0.04,8,ZFA:0000101,diencephalon,neural,aldocb;atp1a1b;atp6v0cb;atp6v1g1;ckbb;fabp7a;gapdhs;gpm6aa;mdkb;ppdpfb;ptmaa;rtn1a;slc1a2b;snap25b;tpi1b,neural,0,0.714,1
glia.3,glia,glial,48.0,named,1,1,1,medium,0.7254,0.175,in_set,,23,25,0.08,8,ZFA:0000079,telencephalon,neural,atp6v0cb;ckbb;elavl3;lhx1a;nova2;ptmaa;rtn1a;slc6a5;sncb;stxbp1a,neural,0,0.526,1
glia.30,glia,glial,36.0,abstain,1,,,,,0.0354,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
glia.31,glia,glial,120.0,rollup,1,,,medium,0.6292,0.123,in_set,,24,25,0.16,1,,ectoderm,ectoderm,,,,,3
glia.4,glia,glial,48.0,named,1,1,1,high,0.8445,0.2234,in_set,,23,25,0.12,8,ZFA:0000079,telencephalon,neural,elavl3;elavl4;gpm6ab;nova2;nrn1a;ptmaa;rtn1a;snap25a;sncb;stmn1b;stxbp1a,neural,0,0.524,1
glia.5,glia,glial,36.0,abstain,1,,,,,0.0423,in_set,weak_signal,21,25,0.16,0,,mixed/unresolved,,,,,,2
glia.6,glia,glial,48.0,named,1,1,1,low,0.4386,0.1091,in_set,,21,25,0.08,8,ZFA:0000101,diencephalon,neural,cdkn1ca;dla;dlb;elavl3;fabp3;her4.2;hnrnpaba;khdrbs1a;neurod4;rtca;sox11b;vim,neural,0,0.632,1
glia.7,glia,glial,60.0,abstain,1,,,,,0.0301,in_set,weak_signal,22,25,0.16,0,,mixed/unresolved,,,,,,3
glia.8,glia,glial,14.0,abstain,1,,,,,0.0,no_signal,no_panel,24,25,0.04,0,,mixed/unresolved,,,,,,0
glia.9,glia,glial,48.0,abstain,1,,,,,0.081,doublet,mixed,21,25,0.16,0,,mixed/unresolved,,,,,,3
hema.1,hema,hematopoietic,96.0,rollup,1,,,medium,0.8559,0.2018,in_set,,22,25,0.28,1,,mesoderm,mesoderm,,,,,2
hema.10,hema,hematopoietic,84.0,abstain,1,,,,,0.13,in_set,weak_signal,22,25,0.12,0,,mixed/unresolved,,,,,,1
hema.11,hema,hematopoietic,48.0,named,1,1,1,high,0.8931,0.2791,in_set,,21,25,0.2,7,ZFA:0009256,nucleate erythrocyte,blood_erythroid,alas2;aqp1a.1;blvrb;epb41b;hbae1.1;hbae3;hbbe2;hbbe3;slc4a1a;tspo,,0,0.556,1
hema.12,hema,hematopoietic,120.0,named,1,1,1,low,0.5419,0.0957,in_set,,25,25,0.12,1,ZFA:0005023,hematopoietic system,immune_myeloid,actb2;arpc1b;coro1a;cotl1;ctss2.2;fcer1gl;lgals2a;lygl1;mfap4.1;pfn1;psap;rac2;sat1a.2;spi1b,,0,1.0,1
hema.13,hema,hematopoietic,104.0,rollup,1,,,medium,0.8575,0.2128,in_set,,22,25,0.24,1,,mesoderm,mesoderm,,,,,2
hema.14,hema,hematopoietic,24.0,named,1,1,1,medium,0.7239,0.1727,in_set,,24,25,0.16,3,ZFA:0000007,blood,blood_erythroid,alad;alas2;anp32b;ap2m1a;blvrb;cahz;cpox;epb41b;fth1a;hbae1.1;hbae3;hbbe2;hbbe3;hmbsb;prdx2;slc11a2;tfr1a;urod,,0,0.9,1
hema.15,hema,hematopoietic,120.0,abstain,1,,,,,0.063,in_set,weak_signal,20,25,0.04,0,,mixed/unresolved,,,,,,1
hema.16,hema,hematopoietic,120.0,named,1,1,1,low,0.5737,0.1083,in_set,,25,25,0.12,1,ZFA:0005023,hematopoietic system,immune_myeloid,actb2;arpc1b;cfl1;coro1a;cotl1;ctss2.2;fcer1gl;lgals2a;lygl1;mfap4.1;pfn1;ptpn6;rac2;spi1b,,0,1.0,1
hema.17,hema,hematopoietic,104.0,named,1,1,1,high,0.9056,0.2947,in_set,,19,25,0.2,7,ZFA:0009256,nucleate erythrocyte,blood_erythroid,alas2;aqp1a.1;blvrb;epb41b;hbae1.1;hbae3;hbbe2;slc4a1a;tspo,,0,0.643,1
hema.18,hema,hematopoietic,24.0,abstain,1,,,,,0.0876,doublet,mixed,25,25,0.24,0,,mixed/unresolved,,,,,,2
hema.19,hema,hematopoietic,14.0,abstain,1,,,,,0.0148,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,2
hema.2,hema,hematopoietic,24.0,named,1,0,1,low,0.5618,0.0862,in_set,,25,25,0.2,7,ZFA:0005314,blood vessel,endothelium,ackr5;cdh5;cldn5b;clec14a;cpn1;dab2;dusp5;etsrp;krt18a.1;krt8;lmo2;lyve1b;mrc1a;plk2b;plvapb;stab2;tie1;tpm4a,endothelium,0,0.818,2
hema.20,hema,hematopoietic,10.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
hema.21,hema,hematopoietic,120.0,abstain,1,,,,,0.046,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
hema.22,hema,hematopoietic,60.0,named,1,1,1,high,0.8936,0.2847,in_set,,20,25,0.2,7,ZFA:0009256,nucleate erythrocyte,blood_erythroid,alas2;aqp1a.1;blvrb;epb41b;hbae1.1;hbae3;hbbe2;slc4a1a;tspo,,0,0.562,1
hema.23,hema,hematopoietic,16.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.0,0,,mixed/unresolved,,,,,,0
hema.24,hema,hematopoietic,120.0,named,1,0,1,low,0.3268,0.0333,in_set,,24,25,0.12,14,ZFA:0000014,dorsal aorta,endothelium,acvrl1;cdh5;cldn5b;col4a1;igfbp7;krt18a.1;mcamb;sox7;tie1,endothelium,0,0.409,2
hema.25,hema,hematopoietic,48.0,abstain,1,,,,,0.0422,in_set,weak_signal,22,25,0.16,0,,mixed/unresolved,,,,,,3
hema.26,hema,hematopoietic,84.0,abstain,1,,,,,0.0315,in_set,weak_signal,25,25,0.04,0,,mixed/unresolved,,,,,,1
hema.27,hema,hematopoietic,48.0,named,1,1,1,high,0.9128,0.2814,in_set,,22,25,0.2,7,ZFA:0009256,nucleate erythrocyte,blood_erythroid,alas2;blvrb;epb41b;hbae1.1;hbae3;hbbe2;hbbe3;slc4a1a;tspo,,0,0.474,1
hema.28,hema,hematopoietic,48.0,named,1,0,1,low,0.4271,0.0488,in_set,,24,25,0.16,14,ZFA:0000014,dorsal aorta,endothelium,cdh5;cldn5a;cldn5b;col4a1;cpn1;igfbp7;kdrl;krt18a.1;she;sox7,endothelium,0,0.455,2
hema.29,hema,hematopoietic,104.0,abstain,1,,,,,0.0341,doublet,mixed,22,25,0.2,0,,mixed/unresolved,,,,,,2
hema.3,hema,hematopoietic,72.0,named,1,1,1,high,0.8855,0.2805,in_set,,20,25,0.2,7,ZFA:0009256,nucleate erythrocyte,blood_erythroid,alas2;blvrb;epb41b;hbae1.1;hbae3;hbbe2;slc4a1a;tspo,,0,0.571,1
hema.30,hema,hematopoietic,120.0,named,1,0,1,low,0.2406,0.0372,in_set,,23,25,0.12,15,ZFA:0000477,posterior cardinal vein,endothelium,cpn1;dab2;dusp5;etsrp;lyve1b;mrc1a;plk2b,endothelium,0,0.368,2
hema.31,hema,hematopoietic,120.0,abstain,1,,,,,0.0217,in_set,weak_signal,24,25,0.12,0,,mixed/unresolved,,,,,,2
hema.32,hema,hematopoietic,36.0,named,1,1,1,high,0.8677,0.2538,in_set,,22,25,0.2,3,ZFA:0000007,blood,blood_erythroid,alas2;ap2m1a;blvrb;cahz;fth1a;hbae1.1;hbae3;hbbe2;hbbe3;hmbsb;nt5c2l1;prdx2;slc11a2;slc4a1a;tspo;urod;znfl2a,,0,0.944,1
hema.33,hema,hematopoietic,96.0,rollup,1,,,medium,0.863,0.2462,in_set,,21,25,0.24,1,,mesoderm,mesoderm,,,,,2
hema.34,hema,hematopoietic,104.0,named,1,1,1,medium,0.7432,0.1873,in_set,,23,25,0.12,3,ZFA:0000007,blood,blood_erythroid,cahz;creg1;fth1a;hbae1.1;hbae3;hbbe2;prdx2,,0,1.0,1
hema.35,hema,hematopoietic,84.0,abstain,1,,,,,0.2428,doublet,mixed,22,25,0.2,0,,mixed/unresolved,,,,,,2
hema.36,hema,hematopoietic,120.0,abstain,1,,,,,0.1033,in_set,weak_signal,24,25,0.12,0,,mixed/unresolved,,,,,,1
hema.37,hema,hematopoietic,120.0,named,1,0,1,low,0.4183,0.0716,in_set,,24,25,0.16,6,ZFA:0001079,blood vasculature,endothelium,atp1b1a;cpn1;dab2;etsrp;flt4;glula;lgmn;lyve1b;mrc1a;stab2,endothelium,0,0.455,2
hema.38,hema,hematopoietic,120.0,abstain,1,,,,,0.0445,in_set,weak_signal,23,25,0.04,0,,mixed/unresolved,,,,,,1
hema.39,hema,hematopoietic,108.0,abstain,1,,,,,0.0,in_set,weak_signal,23,25,0.04,0,,mixed/unresolved,,,,,,2
hema.4,hema,hematopoietic,72.0,named,1,1,1,high,0.9043,0.289,in_set,,20,25,0.2,7,ZFA:0009256,nucleate erythrocyte,blood_erythroid,alas2;blvrb;epb41b;hbae1.1;hbae3;hbbe2;slc4a1a;tspo,,0,0.533,1
hema.40,hema,hematopoietic,84.0,abstain,1,,,,,0.0834,doublet,mixed,21,25,0.24,0,,mixed/unresolved,,,,,,2
hema.5,hema,hematopoietic,48.0,named,1,1,1,high,1.0,0.3102,in_set,,22,25,0.2,3,ZFA:0000007,blood,blood_erythroid,alas2;ap2m1a;aqp1a.1;blvrb;cahz;epb41b;fth1a;hbae1.1;hbae3;hbbe2;hbbe3;hmbsb;nmt1b;nt5c2l1;prdx2;slc4a1a;tspo;urod;znfl2a,,0,0.95,1
hema.6,hema,hematopoietic,120.0,abstain,1,,,,,0.0713,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,1
hema.7,hema,hematopoietic,120.0,abstain,1,,,,,0.0877,doublet,mixed,23,25,0.2,0,,mixed/unresolved,,,,,,2
hema.8,hema,hematopoietic,96.0,abstain,1,,,,,0.2337,doublet,mixed,22,25,0.24,0,,mixed/unresolved,,,,,,2
hema.9,hema,hematopoietic,48.0,named,1,1,1,high,0.9074,0.2847,in_set,,21,25,0.2,7,ZFA:0009256,nucleate erythrocyte,blood_erythroid,alas2;aqp1a.1;blvrb;epb41b;hbae1.1;hbae3;hbbe2;hbbe3;slc4a1a;tspo,,0,0.556,1
iono.1,iono,ionocytes,104.0,named,1,0,0,low,0.543,0.082,in_set,,22,25,0.12,6,ZFA:0000105,epidermis,epidermis,agr2;cldnb;jun;krt4;krt5;krt91;selenow1,epidermis,0,0.412,2
iono.10,iono,ionocytes,24.0,abstain,1,,,,,0.0688,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,1
iono.11,iono,ionocytes,48.0,abstain,1,,,,,0.0467,in_set,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,2
iono.12,iono,ionocytes,84.0,fallback,1,1,1,low,0.4282,0.0192,in_set,,24,25,0.12,3,ZFA:0005323,ionocyte,ionocyte,,,,,3
iono.13,iono,ionocytes,24.0,named,1,1,1,medium,0.7146,0.1672,in_set,,24,25,0.12,10,ZFA:0005326,NaK ionocyte,ionocyte,atp1a1a.1;atp1b1b;igfbp5a;trpv6,epidermis,0,0.222,1
iono.14,iono,ionocytes,24.0,abstain,1,,,,,0.1184,doublet,mixed,23,25,0.16,0,,mixed/unresolved,,,,,,3
iono.15,iono,ionocytes,24.0,abstain,1,,,,,0.0,in_set,weak_signal,22,25,0.16,0,,mixed/unresolved,,,,,,2
iono.16,iono,ionocytes,84.0,abstain,1,,,,,0.0121,in_set,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,2
iono.17,iono,ionocytes,84.0,named,1,1,1,low,0.4768,0.07,in_set,,25,25,0.08,10,ZFA:0005326,NaK ionocyte,ionocyte,atp1b1b;atp6v1aa;foxi3a,epidermis,1,0.167,1
iono.18,iono,ionocytes,84.0,named,1,0,0,low,0.5079,0.0683,in_set,,22,25,0.12,6,ZFA:0000105,epidermis,epidermis,aqp3a;capns1a;cfl1l;cldni;col1a2;cotl1;cyt1;krt1-19e;krt4;krt5;krt91;pfn1;rbp4;s100a10b;sparc,epidermis,0,0.833,2
iono.19,iono,ionocytes,48.0,abstain,1,,,,,0.0591,in_set,weak_signal,23,25,0.12,0,,mixed/unresolved,,,,,,3
iono.2,iono,ionocytes,108.0,rollup,1,,,medium,0.7815,0.1307,in_set,,22,25,0.24,1,,ectoderm,ectoderm,,,,,2
iono.20,iono,ionocytes,108.0,abstain,1,,,,,0.0044,structural,weak_signal,22,25,0.08,0,,mixed/unresolved,,,,,,3
iono.21,iono,ionocytes,14.0,rollup,1,,,medium,0.6817,0.14,in_set,,23,25,0.16,1,,ectoderm,ectoderm,,,,,2
iono.22,iono,ionocytes,120.0,abstain,1,,,,,0.0719,in_set,weak_signal,21,25,0.08,0,,mixed/unresolved,,,,,,2
iono.3,iono,ionocytes,108.0,rollup,1,,,medium,0.647,0.1017,in_set,,24,25,0.2,1,,ectoderm,ectoderm,,,,,3
iono.4,iono,ionocytes,18.0,abstain,1,,,,,0.0443,in_set,weak_signal,23,25,0.2,0,,mixed/unresolved,,,,,,2
iono.5,iono,ionocytes,24.0,rollup,1,,,low,0.5949,0.0643,in_set,,24,25,0.16,1,,ectoderm,ectoderm,,,,,3
iono.6,iono,ionocytes,84.0,rollup,1,,,low,0.581,0.0656,in_set,,23,25,0.2,1,,ectoderm,ectoderm,,,,,3
iono.7,iono,ionocytes,48.0,rollup,1,,,medium,0.6483,0.1224,in_set,,22,25,0.16,1,,ectoderm,ectoderm,,,,,2
iono.8,iono,ionocytes,108.0,rollup,1,,,medium,0.6689,0.1359,in_set,,22,25,0.16,1,,ectoderm,ectoderm,,,,,2
iono.9,iono,ionocytes,108.0,rollup,1,,,medium,0.6028,0.098,in_set,,23,25,0.2,1,,ectoderm,ectoderm,,,,,3
mese.1,mese,mesenchyme,48.0,abstain,1,,,,,0.0,no_signal,no_panel,23,25,0.12,0,,mixed/unresolved,,,,,,0
mese.10,mese,mesenchyme,48.0,abstain,1,,,,,0.0006,in_set,weak_signal,24,25,0.16,0,,mixed/unresolved,,,,,,4
mese.11,mese,mesenchyme,24.0,abstain,1,,,,,0.0,no_signal,no_panel,23,25,0.0,0,,mixed/unresolved,,,,,,0
mese.12,mese,mesenchyme,48.0,abstain,1,,,,,0.0,no_signal,no_panel,22,25,0.12,0,,mixed/unresolved,,,,,,0
mese.13,mese,mesenchyme,48.0,abstain,1,,,,,0.0,no_signal,no_panel,20,25,0.04,0,,mixed/unresolved,,,,,,0
mese.14,mese,mesenchyme,58.0,abstain,1,,,,,0.0552,in_set,weak_signal,24,25,0.12,0,,mixed/unresolved,,,,,,3
mese.15,mese,mesenchyme,72.0,abstain,1,,,,,0.073,doublet,mixed,23,25,0.12,0,,mixed/unresolved,,,,,,2
mese.16,mese,mesenchyme,120.0,abstain,1,,,,,0.0449,in_set,weak_signal,22,25,0.16,0,,mixed/unresolved,,,,,,3
mese.17,mese,mesenchyme,104.0,abstain,1,,,,,0.0265,in_set,weak_signal,24,25,0.12,0,,mixed/unresolved,,,,,,2
mese.18,mese,mesenchyme,24.0,abstain,1,,,,,0.0728,in_set,weak_signal,24,25,0.2,0,,mixed/unresolved,,,,,,1
mese.19,mese,mesenchyme,96.0,abstain,1,,,,,0.1004,in_set,weak_signal,24,25,0.16,0,,mixed/unresolved,,,,,,2
mese.2,mese,mesenchyme,120.0,abstain,1,,,,,0.1208,doublet,mixed,24,25,0.16,0,,mixed/unresolved,,,,,,2
mese.20,mese,mesenchyme,48.0,abstain,1,,,,,0.1972,doublet,mixed,25,25,0.2,0,,mixed/unresolved,,,,,,2
