cluster_id,gold,tissue_name,stage_hpf,kind,scored,agrees,agrees_overlay,confidence,confidence_score,margin,ood,abstain_reason,n_resolved,n_markers,vocab_hit_rate,depth,zfa_id,bucket,panel_bucket,convergent_genes,attractor_groundings,thin_overcall,support_fraction,n_candidates
mese.21,mese,mesenchyme,48.0,abstain,1,,,,,0.1186,in_set,weak_signal,25,25,0.12,0,,mixed/unresolved,,,,,,1
mese.22,mese,mesenchyme,48.0,abstain,1,,,,,0.027,in_set,weak_signal,25,25,0.12,0,,mixed/unresolved,,,,,,3
mese.23,mese,mesenchyme,72.0,abstain,1,,,,,0.0883,doublet,mixed,24,25,0.16,0,,mixed/unresolved,,,,,,2
mese.24,mese,mesenchyme,48.0,rollup,1,,,medium,0.6959,0.1398,in_set,,25,25,0.2,1,,mesoderm,mesoderm,,,,,2
mese.25,mese,mesenchyme,108.0,abstain,1,,,,,0.041,in_set,weak_signal,25,25,0.04,0,,mixed/unresolved,,,,,,1
mese.26,mese,mesenchyme,120.0,abstain,1,,,,,0.0568,in_set,weak_signal,24,25,0.16,0,,mixed/unresolved,,,,,,2
mese.27,mese,mesenchyme,48.0,abstain,1,,,,,0.0227,in_set,weak_signal,25,25,0.12,0,,mixed/unresolved,,,,,,3
mese.28,mese,mesenchyme,120.0,abstain,1,,,,,0.0739,doublet,mixed,23,25,0.2,0,,mixed/unresolved,,,,,,2
mese.29,mese,mesenchyme,120.0,abstain,1,,,,,0.0615,structural,weak_signal,25,25,0.04,0,,mixed/unresolved,,,,,,1
mese.3,mese,mesenchyme,84.0,abstain,1,,,,,0.0963,in_set,weak_signal,24,25,0.16,0,,mixed/unresolved,,,,,,2
mese.30,mese,mesenchyme,104.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
mese.31,mese,mesenchyme,120.0,abstain,1,,,,,0.0861,in_set,weak_signal,25,25,0.16,0,,mixed/unresolved,,,,,,3
mese.32,mese,mesenchyme,120.0,abstain,1,,,,,0.0425,structural,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
mese.33,mese,mesenchyme,48.0,abstain,1,,,,,0.0038,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,2
mese.4,mese,mesenchyme,48.0,abstain,1,,,,,0.0654,in_set,weak_signal,24,25,0.16,0,,mixed/unresolved,,,,,,2
mese.5,mese,mesenchyme,48.0,named,1,1,1,medium,0.6817,0.2038,in_set,,25,25,0.12,3,ZFA:0000113,head mesenchyme,mesenchyme,col2a1b;dcn;fstl1b;marcksl1a;matn4;pmp22a;tgfbi;tpm4a,mesenchyme,0,0.348,1
mese.6,mese,mesenchyme,120.0,named,1,0,0,low,0.5006,0.064,in_set,,24,25,0.12,1,ZFA:0000396,nervous system,neural,atp6v0cb;ckbb;col1a2;col5a1;elavl3;elavl4;gng3;gpm6aa;gpm6ab;hmgb3a;marcksl1a;marcksl1b;pmp22a;ppdpfb;ptmaa;rtn1a;rtn1b;sncb;sparc;stmn1b;tuba1c;zc4h2,neural,0,1.0,2
mese.7,mese,mesenchyme,60.0,abstain,1,,,,,0.0,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,2
mese.8,mese,mesenchyme,120.0,abstain,1,,,,,0.0079,in_set,weak_signal,24,25,0.12,0,,mixed/unresolved,,,,,,2
mese.9,mese,mesenchyme,48.0,abstain,1,,,,,0.0324,in_set,weak_signal,25,25,0.12,0,,mixed/unresolved,,,,,,2
mura.1,mura,mural,48.0,abstain,1,,,,,0.0314,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,1
mura.10,mura,mural,120.0,abstain,1,,,,,0.1816,doublet,mixed,23,25,0.12,0,,mixed/unresolved,,,,,,2
mura.11,mura,mural,72.0,abstain,1,,,,,0.058,structural,weak_signal,25,25,0.16,0,,mixed/unresolved,,,,,,2
mura.12,mura,mural,120.0,abstain,1,,,,,0.0379,in_set,weak_signal,24,25,0.16,0,,mixed/unresolved,,,,,,3
mura.13,mura,mural,72.0,abstain,1,,,,,0.055,in_set,weak_signal,22,25,0.04,0,,mixed/unresolved,,,,,,1
mura.14,mura,mural,48.0,abstain,1,,,,,0.0956,in_set,weak_signal,25,25,0.12,0,,mixed/unresolved,,,,,,2
mura.15,mura,mural,120.0,abstain,1,,,,,0.03,in_set,weak_signal,25,25,0.16,0,,mixed/unresolved,,,,,,2
mura.16,mura,mural,120.0,abstain,1,,,,,0.0992,in_set,weak_signal,24,25,0.12,0,,mixed/unresolved,,,,,,1
mura.17,mura,mural,104.0,abstain,1,,,,,0.08,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,1
mura.18,mura,mural,120.0,abstain,1,,,,,0.0833,in_set,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,1
mura.19,mura,mural,120.0,abstain,1,,,,,0.0326,in_set,weak_signal,22,25,0.04,0,,mixed/unresolved,,,,,,1
mura.2,mura,mural,72.0,abstain,1,,,,,0.0457,structural,weak_signal,24,25,0.16,0,,mixed/unresolved,,,,,,3
mura.20,mura,mural,96.0,abstain,1,,,,,0.0332,structural,weak_signal,25,25,0.04,0,,mixed/unresolved,,,,,,1
mura.21,mura,mural,108.0,abstain,1,,,,,0.0938,structural,weak_signal,25,25,0.12,0,,mixed/unresolved,,,,,,2
mura.22,mura,mural,84.0,abstain,1,,,,,0.0041,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,2
mura.23,mura,mural,72.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.0,0,,mixed/unresolved,,,,,,0
mura.24,mura,mural,84.0,abstain,1,,,,,0.0036,in_set,weak_signal,24,25,0.12,0,,mixed/unresolved,,,,,,3
mura.3,mura,mural,92.0,named,1,0,1,low,0.5901,0.1676,in_set,,25,25,0.12,2,ZFA:0000393,mesenchyme,mesenchyme,barx1;bmp16;col5a2a;col6a4a;dcn;pmp22a;tpm1;tpm4a,mesenchyme,0,0.381,1
mura.4,mura,mural,118.0,abstain,1,,,,,0.0602,structural,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,1
mura.5,mura,mural,120.0,abstain,1,,,,,0.0934,in_set,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,2
mura.6,mura,mural,84.0,abstain,1,,,,,0.0323,structural,weak_signal,22,25,0.12,0,,mixed/unresolved,,,,,,2
mura.7,mura,mural,120.0,abstain,1,,,,,0.0516,structural,weak_signal,21,25,0.12,0,,mixed/unresolved,,,,,,2
mura.8,mura,mural,84.0,fallback,1,1,1,medium,0.7567,0.188,in_set,,23,25,0.08,3,ZFA:0005944,mural,mural,,,,,1
mura.9,mura,mural,120.0,abstain,1,,,,,0.115,in_set,weak_signal,22,25,0.16,0,,mixed/unresolved,,,,,,1
musc.1,musc,muscle,10.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
musc.10,musc,muscle,18.0,abstain,1,,,,,0.0785,in_set,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,1
musc.11,musc,muscle,48.0,rollup,1,,,medium,0.7557,0.1622,in_set,,25,25,0.24,1,,mesoderm,mesoderm,,,,,2
musc.12,musc,muscle,104.0,abstain,1,,,,,0.0318,in_set,weak_signal,23,25,0.04,0,,mixed/unresolved,,,,,,1
musc.13,musc,muscle,36.0,abstain,1,,,,,0.1164,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,1
musc.14,musc,muscle,8.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
musc.15,musc,muscle,48.0,abstain,1,,,,,0.0202,in_set,weak_signal,24,25,0.12,0,,mixed/unresolved,,,,,,3
musc.16,musc,muscle,48.0,abstain,1,,,,,0.1422,in_set,weak_signal,25,25,0.12,0,,mixed/unresolved,,,,,,1
musc.17,musc,muscle,21.0,rollup,1,,,medium,0.7173,0.1417,in_set,,25,25,0.28,1,,mesoderm,mesoderm,,,,,3
musc.18,musc,muscle,7.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
musc.19,musc,muscle,24.0,named,1,0,0,low,0.5512,0.1785,in_set,,25,25,0.12,7,ZFA:0000279,segmental plate,mesenchyme,col5a2a;tcf15;tpm4a,mesenchyme,1,0.136,1
musc.2,musc,muscle,10.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
musc.20,musc,muscle,14.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.0,0,,mixed/unresolved,,,,,,0
musc.21,musc,muscle,16.0,abstain,1,,,,,0.0,no_signal,no_panel,24,25,0.0,0,,mixed/unresolved,,,,,,0
musc.22,musc,muscle,48.0,named,1,1,1,high,0.975,0.309,in_set,,24,25,0.4,5,ZFA:0001056,myotome,muscle,acta1a;acta1b;actc1b;ak1;aldoab;atp2a1;ckma;ckmb;desma;gapdh;hsp90aa1.1;myl1;mylpfa;neb;pabpc4;srlb;tmem38a;tnnt3a;tnnt3b;tpma;ttn.1;ttn.2,,0,0.917,1
musc.23,musc,muscle,84.0,rollup,1,,,medium,0.9516,0.2766,in_set,,25,25,0.36,1,,mesoderm,mesoderm,,,,,2
musc.24,musc,muscle,14.0,abstain,1,,,,,0.0805,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,1
musc.25,musc,muscle,16.0,abstain,1,,,,,0.031,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,1
musc.26,musc,muscle,48.0,abstain,1,,,,,0.0366,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
musc.27,musc,muscle,24.0,named,1,1,1,high,0.9667,0.3008,in_set,,24,25,0.28,5,ZFA:0001056,myotome,muscle,acta1a;acta1b;actc1b;ak1;aldoab;atp2a1;cav3;ckma;ckmb;desma;gapdh;hsp90aa1.1;hspb1;klhl41b;myl1;mylpfa;srlb;tmem38a;tnnt2c;tpma;ttn.1,,0,0.913,1
musc.28,musc,muscle,14.0,abstain,1,,,,,0.0,no_signal,no_panel,24,25,0.04,0,,mixed/unresolved,,,,,,0
musc.29,musc,muscle,24.0,abstain,1,,,,,0.0,no_signal,no_panel,24,25,0.0,0,,mixed/unresolved,,,,,,0
musc.3,musc,muscle,14.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.0,0,,mixed/unresolved,,,,,,0
musc.30,musc,muscle,48.0,named,1,1,1,high,0.975,0.3582,in_set,,25,25,0.36,5,ZFA:0001056,myotome,muscle,acta1b;actc1b;actn3a;ak1;aldoab;atp2a1;ckma;ckmb;gapdh;mybphb;myl1;mylpfa;mylpfb;neb;pvalb1;pvalb2;tnni2a.4;tnnt3a;tnnt3b;tpma;ttn.1;ttn.2,,0,0.88,1
musc.31,musc,muscle,14.0,abstain,1,,,,,0.0,no_signal,no_panel,24,25,0.04,0,,mixed/unresolved,,,,,,0
musc.32,musc,muscle,36.0,abstain,1,,,,,0.1268,in_set,weak_signal,24,25,0.12,0,,mixed/unresolved,,,,,,1
musc.33,musc,muscle,14.0,named,1,1,1,low,0.5906,0.1133,in_set,,25,25,0.2,5,ZFA:0001056,myotome,muscle,acta1a;acta1b;actc1b;ak1;aldoaa;aldoab;apobec2a;desma;hsp90aa1.1;hspb1;klhl41b;mybphb;myl13;smyhc1;tnnt2c;tpm2;tpm3;tpma,,0,0.783,2
musc.34,musc,muscle,48.0,abstain,1,,,,,0.0048,structural,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,2
musc.35,musc,muscle,16.0,rollup,1,,,medium,0.8643,0.1823,in_set,,25,25,0.24,1,,mesoderm,mesoderm,,,,,2
musc.36,musc,muscle,14.0,abstain,1,,,,,0.0426,in_set,weak_signal,24,25,0.24,0,,mixed/unresolved,,,,,,4
musc.4,musc,muscle,14.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.0,0,,mixed/unresolved,,,,,,0
musc.5,musc,muscle,48.0,named,1,1,1,high,0.975,0.371,in_set,,25,25,0.36,5,ZFA:0001056,myotome,muscle,acta1b;actc1b;actn3a;ak1;aldoab;atp2a1;casq2;ckma;ckmb;gapdh;ldb3b;mybphb;myl1;mylpfa;mylpfb;neb;tmem38a;tnni2a.4;tnnt3a;tnnt3b;tpma;ttn.1;ttn.2,,0,0.92,1
musc.6,musc,muscle,96.0,rollup,1,,,medium,0.9413,0.2788,in_set,,25,25,0.32,1,,mesoderm,mesoderm,,,,,2
musc.7,musc,muscle,120.0,abstain,1,,,,,0.0366,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
musc.8,musc,muscle,16.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.0,0,,mixed/unresolved,,,,,,0
musc.9,musc,muscle,48.0,abstain,1,,,,,0.0847,in_set,weak_signal,25,25,0.12,0,,mixed/unresolved,,,,,,2
neur.1,neur,neural,48.0,named,1,1,1,medium,0.6924,0.1677,in_set,,24,25,0.16,7,ZFA:0000109,forebrain,neural,aplp1;atp1a3a;atp6ap2;atp6v0cb;cd99l2;elavl3;elavl4;gpm6aa;gpm6ab;mdkb;nova2;nsg2;rtn1a;sncb;tmem59l;tuba1c;tubb5,neural,0,0.85,1
neur.10,neur,neural,48.0,named,1,1,1,low,0.4737,0.0773,in_set,,25,25,0.16,8,ZFA:0000079,telencephalon,neural,atp6v0cb;ckbb;dlx1a;dlx2a;dlx5a;elavl3;gpm6aa;hmgb1a;marcksl1a;nova2;ptmaa;rtn1a;sncb;stmn1b;ywhah,neural,0,0.652,2
neur.11,neur,neural,48.0,abstain,1,,,,,0.0407,in_set,weak_signal,20,25,0.08,0,,mixed/unresolved,,,,,,1
neur.12,neur,neural,48.0,named,1,1,1,medium,0.7575,0.2074,in_set,,25,25,0.12,8,ZFA:0000101,diencephalon,neural,ckbb;elavl3;gng2;hnrnpaba;lhx1a;ptmaa;rtn1a;stmn1b;tubb5;ywhah,neural,0,0.5,1
neur.13,neur,neural,7.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
neur.14,neur,neural,120.0,named,1,1,1,low,0.3716,0.0288,in_set,,24,25,0.04,8,ZFA:0000079,telencephalon,neural,atp6v0cb;ckbb;elavl4;gap43;gapdhs;gpm6aa;gpm6ab;ptmaa;rtn1a;snap25a;sncb;stmn1b;stmn2a;stxbp1a,neural,0,0.636,1
neur.15,neur,neural,10.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
neur.16,neur,neural,24.0,abstain,1,,,,,0.0379,in_set,weak_signal,21,25,0.12,0,,mixed/unresolved,,,,,,1
neur.17,neur,neural,32.0,abstain,1,,,,,0.0052,in_set,weak_signal,19,25,0.24,0,,mixed/unresolved,,,,,,4
neur.18,neur,neural,48.0,named,1,1,1,medium,0.7357,0.1752,in_set,,24,25,0.08,8,ZFA:0000079,telencephalon,neural,ebf3a;elavl3;gpm6aa;gpm6ab;lhx9;meis1b;meis2b;nova2;nrn1a;pbx3b;ptmaa;roraa;rtn1a;stmn1b,neural,0,0.636,1
neur.19,neur,neural,120.0,named,1,1,1,low,0.503,0.0817,in_set,,24,25,0.08,7,ZFA:0000109,forebrain,neural,atp6v0cb;atp6v1g1;ckbb;elavl3;elavl4;gapdhs;gpm6aa;gpm6ab;ptmaa;rtn1a;snap25a;sncb;sncgb;stmn1b;stmn2a;stxbp1a;tuba1c;vamp2,neural,0,0.818,1
neur.2,neur,neural,24.0,abstain,1,,,,,0.0,no_signal,no_panel,23,25,0.12,0,,mixed/unresolved,,,,,,0
neur.20,neur,neural,24.0,abstain,1,,,,,0.0,no_signal,no_panel,21,25,0.04,0,,mixed/unresolved,,,,,,0
neur.21,neur,neural,48.0,abstain,1,,,,,0.0,no_signal,no_panel,18,25,0.0,0,,mixed/unresolved,,,,,,0
neur.22,neur,neural,48.0,named,1,1,1,high,0.8012,0.2018,in_set,,24,25,0.12,7,ZFA:0000109,forebrain,neural,celf2;elavl3;gpm6aa;hmgb1a;hmgb1b;hnrnpaba;nova2;ptmaa;rtn1a;stmn1b;tuba1c;tubb5;zc4h2,neural,0,0.684,1
neur.23,neur,neural,96.0,abstain,1,,,,,0.0032,in_set,weak_signal,25,25,0.12,0,,mixed/unresolved,,,,,,3
neur.24,neur,neural,24.0,abstain,1,,,,,0.0,no_signal,no_panel,22,25,0.12,0,,mixed/unresolved,,,,,,0
neur.25,neur,neural,36.0,abstain,1,,,,,0.0,no_signal,no_panel,19,25,0.0,0,,mixed/unresolved,,,,,,0
neur.26,neur,neural,10.0,abstain,1,,,,,0.0314,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,1
neur.27,neur,neural,48.0,abstain,1,,,,,0.0129,in_set,weak_signal,23,25,0.24,0,,mixed/unresolved,,,,,,4
neur.28,neur,neural,48.0,named,1,1,1,medium,0.7863,0.1924,in_set,,25,25,0.12,5,ZFA:0000008,brain,neural,elavl3;elavl4;gpm6aa;gpm6ab;h3f3d;hmgb1a;hmgb3a;hoxb3a;hoxb5a;hoxb5b;hoxc4a;marcksl1b;nova2;ptmaa;rtn1a;rtn1b;sncb;stmn1b;tmsb;tuba1c;zc4h2,neural,0,0.913,1
neur.29,neur,neural,120.0,named,1,1,1,low,0.4077,0.0624,in_set,,25,25,0.08,8,ZFA:0000079,telencephalon,neural,atp6v0cb;ckbb;elavl3;gpm6aa;gpm6ab;hmgb1a;hmgb1b;mdkb;nfixb;nova2;ptmaa;rbfox1;rtn1a;slc6a1b;sncb;stmn1b;tal1,neural,0,0.773,1
neur.3,neur,neural,36.0,named,1,1,1,low,0.5462,0.1096,in_set,,21,25,0.08,7,ZFA:0000109,forebrain,neural,cdkn1ca;dla;dlb;elavl3;fabp3;gadd45gb.1;her4.2;hnrnpaba;khdrbs1a;lfng;notch1a;nova2;rtca;sox11b,neural,0,0.737,1
neur.30,neur,neural,48.0,rollup,1,,,medium,0.7553,0.1258,in_set,,25,25,0.24,1,,ectoderm,ectoderm,,,,,4
neur.31,neur,neural,104.0,abstain,1,,,,,0.0023,in_set,weak_signal,24,25,0.16,0,,mixed/unresolved,,,,,,4
neur.32,neur,neural,12.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
neur.33,neur,neural,48.0,named,1,1,1,medium,0.7275,0.1955,in_set,,25,25,0.12,8,ZFA:0000101,diencephalon,neural,elavl3;gng2;gpm6ab;lmx1bb;ptmaa;rtn1a;sncb;stmn1b;tubb5;ywhah,neural,0,0.5,1
neur.34,neur,neural,48.0,named,1,1,1,low,0.3732,0.0289,in_set,,25,25,0.04,7,ZFA:0000109,forebrain,neural,atp6v0cb;celf2;fez1;gapdhs;gpm6aa;marcksl1a;ptmaa;rtn1a;sncb;stmn1b;tuba1c;tubb5;ywhah;zc4h2,neural,0,0.636,1
neur.35,neur,neural,48.0,named,1,1,1,medium,0.7034,0.1662,in_set,,23,25,0.08,8,ZFA:0000079,telencephalon,neural,dlb;elavl3;hes6;hmgb1b;hmgb2b;khdrbs1a;nova2;ptmaa;rtn1a;sox11b,neural,0,0.526,1
neur.36,neur,neural,14.0,abstain,1,,,,,0.0,no_signal,no_panel,24,25,0.08,0,,mixed/unresolved,,,,,,0
neur.37,neur,neural,48.0,abstain,1,,,,,0.051,in_set,weak_signal,25,25,0.12,0,,mixed/unresolved,,,,,,3
neur.38,neur,neural,48.0,abstain,1,,,,,0.0,no_signal,no_panel,21,25,0.08,0,,mixed/unresolved,,,,,,0
neur.39,neur,neural,36.0,abstain,1,,,,,0.0524,in_set,weak_signal,22,25,0.04,0,,mixed/unresolved,,,,,,1
neur.4,neur,neural,24.0,abstain,1,,,,,0.0493,in_set,weak_signal,21,25,0.12,0,,mixed/unresolved,,,,,,2
neur.40,neur,neural,36.0,named,1,1,1,low,0.3404,0.0649,in_set,,20,25,0.08,8,ZFA:0000079,telencephalon,neural,dla;dlx1a;dlx2a;her4.2;hmgb1b;hmgb2b;khdrbs1a;nova2;sox11b,neural,0,0.5,2
neur.41,neur,neural,48.0,named,1,1,1,low,0.5935,0.1161,in_set,,25,25,0.12,8,ZFA:0000079,telencephalon,neural,celf2;ckbb;ebf3a;elavl3;elavl4;gpm6aa;lhx1a;nova2;ptmaa;rtn1a;sncb;stmn1b;ywhah,neural,0,0.542,1
neur.42,neur,neural,48.0,named,1,1,1,medium,0.7256,0.1752,in_set,,23,25,0.08,7,ZFA:0000109,forebrain,neural,dlb;elavl3;fabp3;gata2a;hmgb1b;hnrnpaba;khdrbs1a;nova2;rtn1a;sox11a;sox11b;tp53inp1;tuba1c,neural,0,0.619,1
neur.43,neur,neural,48.0,abstain,1,,,,,0.0769,in_set,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,1
neur.44,neur,neural,16.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.0,0,,mixed/unresolved,,,,,,0
neur.45,neur,neural,72.0,named,1,1,1,low,0.3415,0.006,in_set,,25,25,0.08,6,ZFA:0000047,peripheral olfactory organ,olfactory,elavl3;gapdhs;gnao1a;gng3;gng8;msi2b;olfm1b;rtn1a;sncb;ywhaz,neural,0,0.435,2
neur.46,neur,neural,36.0,abstain,1,,,,,0.0362,in_set,weak_signal,21,25,0.08,0,,mixed/unresolved,,,,,,2
neur.47,neur,neural,96.0,abstain,1,,,,,0.0549,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
neur.48,neur,neural,48.0,named,1,1,1,low,0.5355,0.1196,in_set,,25,25,0.12,8,ZFA:0000101,diencephalon,neural,ckbb;elavl3;gap43;gata2a;lmx1bb;ptmaa;rtn1a;sncb;stmn1b;tubb5;vamp2;ywhah,neural,0,0.522,1
neur.5,neur,neural,48.0,named,1,1,1,medium,0.6346,0.1522,in_set,,25,25,0.16,8,ZFA:0000079,telencephalon,neural,ckbb;elavl3;elavl4;gata3;gpm6aa;gpm6ab;hmgb1a;lhx1a;nova2;ptmaa;rtn1a;slc6a1b;sncb;stmn1b;tal1;ywhah,neural,0,0.696,1
neur.6,neur,neural,16.0,abstain,1,,,,,0.0,no_signal,no_panel,23,25,0.08,0,,mixed/unresolved,,,,,,0
neur.7,neur,neural,60.0,named,1,1,1,low,0.5982,0.118,in_set,,25,25,0.12,7,ZFA:0000109,forebrain,neural,celf2;ckbb;elavl3;gpm6aa;gpm6ab;hmgb1a;lhx9;nova2;ptmaa;rtn1a;stmn1b;tuba1c;tubb5;zc4h2,neural,0,0.667,1
neur.8,neur,neural,48.0,named,1,1,1,high,0.8603,0.2217,in_set,,25,25,0.16,7,ZFA:0000109,forebrain,neural,ckbb;elavl3;elavl4;gng2;gpm6ab;nova2;ptmaa;rtn1a;sncb;stmn1b;tuba1c;tubb5;ywhah;zc4h2,neural,0,0.7,1
neur.9,neur,neural,60.0,named,1,1,1,low,0.5948,0.1169,in_set,,25,25,0.16,8,ZFA:0000079,telencephalon,neural,celf2;ckbb;elavl3;gpm6aa;gpm6ab;hmgb1b;neurod1;nfixb;nova2;ptmaa;rtn1a;sncb;stmn1b,neural,0,0.591,2
otic.1,otic,otic,48.0,rollup,1,,,medium,0.6378,0.0981,in_set,,23,25,0.24,1,,ectoderm,ectoderm,,,,,4
otic.10,otic,otic,14.0,named,1,1,1,low,0.4137,0.0293,in_set,,24,25,0.08,2,ZFA:0000051,otic vesicle,otic,atp1b1a;cldn7b;cldna;dnase1l4.1;eya1;f11r.1;fthl27;hmga1a;khdrbs1a;oc90;ran;srsf5a;stm;tbx2b,,0,0.875,2
otic.11,otic,otic,78.0,named,1,0,0,low,0.4838,0.0343,in_set,,24,25,0.2,3,ZFA:0000368,integument,epidermis,cldnb;cyt1;gapdhs;icn;icn2;krt1-19e;krt17;krt4;krt5;pvalb8;rbp4;s100t,epidermis,0,0.706,3
otic.12,otic,otic,48.0,named,1,1,1,low,0.3428,0.0,in_set,,23,25,0.16,2,ZFA:0000051,otic vesicle,otic,agr2;atp1b1a;cd9b;cldna;cldnb;col11a1a;col11a2;col2a1a;col2a1b;col5a1;col9a1b;col9a2;fosab;lmx1bb;matn4;otomp;serpine2;sparc;stm,,0,1.0,5
otic.13,otic,otic,102.0,abstain,1,,,,,0.0,in_set,weak_signal,23,25,0.12,0,,mixed/unresolved,,,,,,3
otic.14,otic,otic,96.0,abstain,1,,,,,0.0314,in_set,weak_signal,23,25,0.04,0,,mixed/unresolved,,,,,,1
otic.15,otic,otic,108.0,abstain,1,,,,,0.0617,in_set,weak_signal,24,25,0.16,0,,mixed/unresolved,,,,,,4
otic.16,otic,otic,108.0,named,1,1,1,low,0.4365,0.0097,in_set,,23,25,0.2,2,ZFA:0000051,otic vesicle,otic,agr2;atp1b1a;bricd5;col2a1a;col9a2;eya1;gata3;gstm.1;otomp;otop1;pax2a;serpine2;six1b;sparc;stm,,0,0.938,5
otic.17,otic,otic,84.0,abstain,1,,,,,0.0,no_signal,no_panel,21,25,0.0,0,,mixed/unresolved,,,,,,0
otic.18,otic,otic,84.0,named,1,0,0,low,0.5681,0.1007,in_set,,22,25,0.16,6,ZFA:0000105,epidermis,epidermis,capns1a;cfl1l;cldnb;cyt1;dnase1l4.1;f11r.1;fosab;fosb;krt1-19e;krt4;krt5;pfn1;s100a10b,epidermis,0,0.765,2
otic.19,otic,otic,24.0,abstain,1,,,,,0.0179,in_set,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,2
otic.2,otic,otic,48.0,named,1,1,1,low,0.4207,0.0671,in_set,,24,25,0.28,2,ZFA:0000051,otic vesicle,otic,agr2;aif1l;atp1a1a.4;atp1b1a;bricd5;cd9b;cldnb;col2a1a;eya1;fthl27;mb;otomp;pdia3;rnd3a;six1a;six1b;slc1a3a;sox10;sparc;stm,,0,0.87,8
otic.20,otic,otic,120.0,abstain,1,,,,,0.0,no_signal,no_panel,21,25,0.0,0,,mixed/unresolved,,,,,,0
otic.21,otic,otic,120.0,abstain,1,,,,,0.0341,in_set,weak_signal,22,25,0.12,0,,mixed/unresolved,,,,,,2
otic.22,otic,otic,85.0,named,1,1,1,low,0.4729,0.0093,in_set,,22,25,0.28,2,ZFA:0000051,otic vesicle,otic,agr2;atp1b1a;cldnb;col11a1a;col2a1a;col2a1b;col5a1;col9a2;dag1;eya1;matn4;otomp;pax2a;sfrp1a;six1b;slc4a4b;sparc;stm,,0,0.947,7
otic.3,otic,otic,48.0,named,1,1,1,low,0.4352,0.033,in_set,,24,25,0.24,2,ZFA:0000051,otic vesicle,otic,agr2;atp1b1a;bricd5;cd9b;cldna;cldnb;col11a1a;col2a1a;col9a1b;col9a2;eya1;f11r.1;hmx4;matn4;otomp;pabpc1a;six1b;sox10;sparc;stm;tbx1;tbx2a;tbx2b,,0,1.0,7
otic.4,otic,otic,84.0,abstain,1,,,,,0.0757,in_set,weak_signal,23,25,0.12,0,,mixed/unresolved,,,,,,3
otic.5,otic,otic,24.0,named,1,1,1,low,0.341,0.0455,in_set,,22,25,0.24,2,ZFA:0000051,otic vesicle,otic,agr2;cldna;cldnb;hmga1a;otomp;ptmab;ran;six1b;sparc;stm,,0,0.667,3
otic.6,otic,otic,108.0,abstain,1,,,,,0.0,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,4
otic.7,otic,otic,84.0,named,1,0,0,medium,0.7236,0.1834,in_set,,21,25,0.08,6,ZFA:0000243,neuromast,lateral_line,atp1b2b;atp2b1a;cd164l2;dnajc5b;gpx1b;myo6b;otofb;prdx2;six1b;slc25a3b;stard15,neural,0,0.647,1
otic.8,otic,otic,84.0,abstain,1,,,,,0.0697,in_set,weak_signal,23,25,0.12,0,,mixed/unresolved,,,,,,3
