zfa_id,name,tier,tier_prefloor,usefulness_score,cell_slim,has_cl,cell_identity,ic,credited_genes,direct_genes,n_children,n_is_a_parents,n_part_of_parents,is_leaf,obsolete,in_stoplist,admin_container,structural_container,pure_grouper,curated,on_discernible_step,flags
ZFA:0000106,extension,T1,T1,4.502,0,0,0,9.0149,28,28,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000601,pretectal periventricular nucleus,T1,T1,4.502,0,0,0,9.0149,28,28,0,1,2,1,0,0,0,0,0,0,1,
ZFA:0000671,horizontal myoseptum,T1,T1,4.502,0,0,0,9.0149,28,28,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000819,postcommissural nucleus of ventral telencephalon,T1,T1,4.502,0,0,0,9.0149,28,28,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001195,pars anterior,T1,T1,4.502,0,0,0,9.0149,28,12,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0001634,perichondrium,T1,T1,4.502,0,0,0,9.0149,28,28,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0007035,spinal cord neural rod,T1,T1,4.502,0,0,0,9.0149,28,28,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000231,lateral recess,T1,T1,4.493,0,0,0,9.0674,27,27,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000512,facial lobe,T1,T1,4.493,0,0,0,9.0674,27,27,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001189,vertebra,T1,T1,4.493,0,0,0,9.0674,27,16,7,1,1,0,0,0,0,0,0,0,1,
ZFA:0001321,neurocranial trabecula,T1,T1,4.493,0,0,0,9.0674,27,21,2,1,2,0,0,0,0,0,0,0,1,
ZFA:0001431,primitive olfactory epithelium,T1,T1,4.493,0,0,0,9.0674,27,27,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001622,pronephric distal early tubule,T1,T1,4.493,0,0,0,9.0674,27,27,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005029,rostral blood island,T1,T1,4.493,0,0,0,9.0674,27,27,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0007058,roof plate,T1,T1,4.493,0,0,0,9.0674,27,14,5,1,1,0,0,0,0,0,0,0,1,
ZFA:0000440,superior raphe nucleus,T1,T1,4.484,0,0,0,9.1218,26,26,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000580,rostral preglomerular nucleus,T1,T1,4.484,0,0,0,9.1218,26,26,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000619,anterior crista,T1,T1,4.484,0,0,0,9.1218,26,26,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001155,enteric nervous system,T1,T1,4.484,0,0,0,9.1218,26,20,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0001207,presumptive rhombomere 1,T1,T1,4.484,0,0,0,9.1218,26,26,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001284,optic fissure,T1,T1,4.484,0,0,0,9.1218,26,26,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001608,pharyngeal arch 5,T1,T1,4.484,0,0,0,9.1218,26,16,3,1,0,0,0,0,0,0,0,0,1,
ZFA:0001651,sternohyoid,T1,T1,4.484,0,0,0,9.1218,26,26,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0005039,anterior lateral mesoderm,T1,T1,4.484,0,0,0,9.1218,26,26,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005338,posterior recess,T1,T1,4.484,0,0,0,9.1218,26,26,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0007018,forebrain neural plate,T1,T1,4.484,0,0,0,9.1218,26,26,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000006,ball,T1,T1,4.475,0,0,0,9.1784,25,25,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000374,lagena,T1,T1,4.475,0,0,0,9.1784,25,16,2,1,2,0,0,0,0,0,0,0,1,
ZFA:0001052,primordial hindbrain channel,T1,T1,4.475,0,0,0,9.1784,25,25,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001410,orbital region,T1,T1,4.475,0,0,0,9.1784,25,2,6,1,1,0,0,0,0,0,0,0,1,
ZFA:0001434,floor plate neural tube,T1,T1,4.475,0,0,0,9.1784,25,25,0,1,2,1,0,0,0,0,0,0,1,
ZFA:0005509,palate,T1,T1,4.475,0,0,0,9.1784,25,6,4,1,1,0,0,0,0,0,0,0,1,
ZFA:0007044,midbrain hindbrain boundary neural plate,T1,T1,4.475,0,0,0,9.1784,25,25,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0007057,ocular blood vessel,T1,T1,4.475,0,0,0,9.1784,25,3,6,1,0,0,0,0,0,0,0,0,1,
ZFA:0000159,tectal ventricle,T1,T1,4.466,0,0,0,9.2373,24,24,2,1,2,0,0,0,0,0,0,0,1,
ZFA:0000542,medial column,T1,T1,4.466,0,0,0,9.2373,24,1,3,1,1,0,0,0,0,0,0,0,1,
ZFA:0000551,nucleus lateralis valvulae,T1,T1,4.466,0,0,0,9.2373,24,24,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000941,nucleus of the medial longitudinal fasciculus synencephalon,T1,T1,4.466,0,0,0,9.2373,24,24,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001054,lateral dorsal aorta,T1,T1,4.466,0,0,0,9.2373,24,24,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001344,zona limitans intrathalamica,T1,T1,4.466,0,0,0,9.2373,24,24,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0001367,forebrain midbrain boundary,T1,T1,4.466,0,0,0,9.2373,24,24,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001596,joint,T1,T1,4.466,0,0,0,9.2373,24,10,35,1,1,0,0,0,0,0,0,0,1,
ZFA:0005274,smooth muscle,T1,T1,4.466,0,0,0,9.2373,24,7,5,1,0,0,0,0,0,0,0,0,1,
ZFA:0007001,dorso-rostral cluster,T1,T1,4.466,0,0,0,9.2373,24,24,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000487,central zone of dorsal telencephalon,T1,T1,4.457,0,0,0,9.2987,23,23,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000568,presumptive blood,T1,T1,4.457,0,0,0,9.2987,23,23,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001055,pronephric duct opening,T1,T1,4.457,0,0,0,9.2987,23,23,0,1,2,1,0,0,0,0,0,0,1,
ZFA:0001178,non neural ectoderm,T1,T1,4.457,0,0,0,9.2987,23,17,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0001301,glossopharyngeal ganglion,T1,T1,4.457,0,0,0,9.2987,23,23,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001316,anterior lateral line placode,T1,T1,4.457,0,0,0,9.2987,23,23,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001668,central nucleus of ventral telencephalon,T1,T1,4.457,0,0,0,9.2987,23,23,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001675,ligament,T1,T1,4.457,0,0,0,9.2987,23,2,18,1,0,0,0,0,0,0,0,0,1,
ZFA:0005229,optic choroid,T1,T1,4.457,0,0,0,9.2987,23,1,3,1,1,0,0,0,0,0,0,0,1,
ZFA:0005272,immature gonad,T1,T1,4.457,0,0,0,9.2987,23,23,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0007028,spinal cord neural keel,T1,T1,4.457,0,0,0,9.2987,23,23,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000641,cranial nerve,T1,T1,4.45,0,0,0,6.9894,114,12,14,1,0,0,0,0,0,0,0,0,0,
ZFA:0000153,rhombomere 8,T1,T1,4.448,0,0,0,9.3628,22,15,4,1,0,0,0,0,0,0,0,0,1,
ZFA:0000166,lateral crista,T1,T1,4.448,0,0,0,9.3628,22,22,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000189,otic region,T1,T1,4.448,0,0,0,9.3628,22,2,8,1,1,0,0,0,0,0,0,0,1,
ZFA:0000200,dorsal root ganglion,T1,T1,4.448,0,0,0,9.3628,22,22,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000306,ventrolateral thalamic nucleus,T1,T1,4.448,0,0,0,9.3628,22,22,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000346,dorsal tegmental nucleus,T1,T1,4.448,0,0,0,9.3628,22,22,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000357,glomerular layer,T1,T1,4.448,0,0,0,9.3628,22,22,7,1,1,0,0,0,0,0,0,0,1,
ZFA:0000532,lateral valvula cerebelli,T1,T1,4.448,0,0,0,9.3628,22,22,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000566,posterior crista,T1,T1,4.448,0,0,0,9.3628,22,22,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000581,rostral tuberal nucleus,T1,T1,4.448,0,0,0,9.3628,22,22,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001365,trigeminal motor nucleus,T1,T1,4.448,0,0,0,9.3628,22,16,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0005162,digestive system duct,T1,T1,4.448,0,0,0,9.3628,22,6,10,1,1,0,0,0,0,0,0,0,1,
ZFA:0005289,renal duct,T1,T1,4.448,0,0,0,9.3628,22,3,8,1,1,0,0,0,0,0,0,0,1,
ZFA:0007010,thalamic eminence,T1,T1,4.448,0,0,0,9.3628,22,22,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0007059,neurogenic field,T1,T1,4.448,0,0,0,9.3628,22,14,3,1,0,0,0,0,0,0,0,0,1,
ZFA:0001129,pharyngeal pouches 2-6,T1,T1,4.439,0,0,0,9.43,21,5,5,1,0,0,0,0,0,0,0,0,1,
ZFA:0001210,presumptive rhombomere 6,T1,T1,4.439,0,0,0,9.43,21,21,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001554,lepidotrichium,T1,T1,4.439,0,0,0,9.43,21,5,7,1,0,0,0,0,0,0,0,0,1,
ZFA:0001676,annular ligament,T1,T1,4.439,0,0,0,9.43,21,21,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005134,dental epithelium,T1,T1,4.439,0,0,0,9.43,21,10,3,1,0,0,0,0,0,0,0,0,1,
ZFA:0007003,ventro-caudal cluster,T1,T1,4.439,0,0,0,9.43,21,21,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0007052,hyohyoideus,T1,T1,4.439,0,0,0,9.43,21,17,3,1,0,0,0,0,0,0,0,0,1,
ZFA:0000280,medial valvula cerebelli,T1,T1,4.43,0,0,0,9.5003,20,20,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000340,dorsal entopeduncular nucleus of ventral telencephalon,T1,T1,4.43,0,0,0,9.5003,20,20,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000364,hypural,T1,T1,4.43,0,0,0,9.5003,20,19,5,1,1,0,0,0,0,0,0,0,1,
ZFA:0000859,specialized hemal arch and spine,T1,T1,4.43,0,0,0,9.5003,20,1,3,1,1,0,0,0,0,0,0,0,1,
ZFA:0000998,mesenchyme derived from head mesoderm,T1,T1,4.43,0,0,0,9.5003,20,20,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001153,tooth placode,T1,T1,4.43,0,0,0,9.5003,20,20,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001162,anal fin,T1,T1,4.43,0,0,0,9.5003,20,17,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0001287,renal tubule,T1,T1,4.43,0,0,0,9.5003,20,13,7,1,1,0,0,0,0,0,0,0,1,
ZFA:0001302,vagal ganglion 1,T1,T1,4.43,0,0,0,9.5003,20,20,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001440,rhombic lip,T1,T1,4.43,0,0,0,9.5003,20,4,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0001687,corneal endothelium,T1,T1,4.43,0,0,0,9.5003,20,18,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0005061,ventricular myocardium,T1,T1,4.43,0,0,0,9.5003,20,16,2,1,2,0,0,0,0,0,0,0,1,
ZFA:0005851,ceratobranchial 5 primary tooth,T1,T1,4.43,0,0,0,9.5003,20,3,11,1,0,0,0,0,0,0,0,0,1,
ZFA:0007085,migratory neural crest,T1,T1,4.43,0,0,0,9.5003,20,13,3,1,0,0,0,0,0,0,0,0,1,
ZFA:0000298,vent,T1,T1,4.421,0,0,0,9.5743,19,19,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000427,rostral thalamic nucleus,T1,T1,4.421,0,0,0,9.5743,19,19,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000561,parasphenoid,T1,T1,4.421,0,0,0,9.5743,19,19,0,1,6,1,0,0,0,0,0,0,1,
ZFA:0001143,tooth 4V,T1,T1,4.421,0,0,0,9.5743,19,19,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001156,posterior lateral line placode,T1,T1,4.421,0,0,0,9.5743,19,19,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001414,occipital region,T1,T1,4.421,0,0,0,9.5743,19,1,4,1,1,0,0,0,0,0,0,0,1,
ZFA:0006000,intermediate hypothalamus,T1,T1,4.421,0,0,0,9.5743,19,19,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0007049,adductor mandibulae,T1,T1,4.421,0,0,0,9.5743,19,19,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000011,caudal artery,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,2,1,0,0,0,0,0,0,1,
ZFA:0000209,lateral preglomerular nucleus,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000270,maxilla,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,2,1,0,0,0,0,0,0,1,
ZFA:0000401,octaval nerve sensory nucleus,T1,T1,4.412,0,0,0,9.6523,18,5,5,1,1,0,0,0,0,0,0,0,1,
ZFA:0000414,presumptive cephalic mesoderm,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000476,branchiostegal ray,T1,T1,4.412,0,0,0,9.6523,18,8,3,1,2,0,0,0,0,0,0,0,1,
ZFA:0000636,cerebellar crest,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000696,telencephalic ventricle,T1,T1,4.412,0,0,0,9.6523,18,18,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0000732,somite 3,T1,T1,4.412,0,0,0,9.6523,18,18,3,1,0,0,0,0,0,0,0,0,1,
ZFA:0000903,interpeduncular nucleus tegmentum,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001081,thyroid primordium,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001294,epibranchial placode,T1,T1,4.412,0,0,0,9.6523,18,15,6,1,1,0,0,0,0,0,0,0,1,
ZFA:0001422,hyosymplectic cartilage,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001442,upper rhombic lip,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,2,1,0,0,0,0,0,0,1,
ZFA:0001623,posterior pronephric duct,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005025,dorsal longitudinal anastomotic vessel,T1,T1,4.412,0,0,0,9.6523,18,18,0,1,3,1,0,0,0,0,0,0,1,
ZFA:0000030,macula utricle,T1,T1,4.403,0,0,0,9.7348,17,17,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000526,intermuscular bone,T1,T1,4.403,0,0,0,9.7348,17,17,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0001095,immature macula,T1,T1,4.403,0,0,0,9.7348,17,5,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0001121,presumptive shield,T1,T1,4.403,0,0,0,9.7348,17,17,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001256,lateral floor plate,T1,T1,4.403,0,0,0,9.7348,17,17,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001423,parachordal cartilage,T1,T1,4.403,0,0,0,9.7348,17,16,1,1,3,0,0,0,0,0,0,0,1,
ZFA:0005017,primordial midbrain channel,T1,T1,4.403,0,0,0,9.7348,17,17,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005057,epicardium,T1,T1,4.403,0,0,0,9.7348,17,12,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0005762,subcutaneous fat,T1,T1,4.403,0,0,0,9.7348,17,17,2,1,0,0,0,0,0,0,0,0,1,
ZFA:0005907,tectal neuropile,T1,T1,4.403,0,0,0,9.7348,17,1,5,1,1,0,0,0,0,0,0,0,1,
ZFA:0007043,hindbrain neural tube,T1,T1,4.403,0,0,0,9.7348,17,17,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000072,somite 1,T1,T1,4.394,0,0,0,9.8223,16,15,3,1,0,0,0,0,0,0,0,0,1,
ZFA:0000191,dentary,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,2,1,0,0,0,0,0,0,1,
ZFA:0000206,facial nerve motor nucleus,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000219,intermediate reticular formation,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000384,levator arcus palatini,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000428,saccule,T1,T1,4.394,0,0,0,9.8223,16,7,2,1,2,0,0,0,0,0,0,0,1,
ZFA:0000468,anterior crista primordium,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000506,dorsal zone of dorsal telencephalon,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001179,epidermal superficial stratum,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001218,presumptive floor plate,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001257,medial floor plate,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001280,branchiostegal ray 3,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001616,atrioventricular canal endocardium,T1,T1,4.394,0,0,0,9.8223,16,16,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005065,heart valve,T1,T1,4.394,0,0,0,9.8223,16,5,4,1,1,0,0,0,0,0,0,0,1,
ZFA:0000394,molecular layer corpus cerebelli,T1,T1,4.385,0,0,0,9.9154,15,14,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0000411,posterior crista primordium,T1,T1,4.385,0,0,0,9.9154,15,15,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000416,presumptive endoderm,T1,T1,4.385,0,0,0,9.9154,15,15,0,1,0,1,0,0,0,0,0,1,1,
ZFA:0000553,oculomotor nucleus,T1,T1,4.385,0,0,0,9.9154,15,15,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000573,internal cellular layer,T1,T1,4.385,0,0,0,9.9154,15,15,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000728,somite 2,T1,T1,4.385,0,0,0,9.9154,15,15,3,1,0,0,0,0,0,0,0,0,1,
ZFA:0001197,pars intermedia,T1,T1,4.385,0,0,0,9.9154,15,13,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0001228,pharyngeal arch 3 skeleton,T1,T1,4.385,0,0,0,9.9154,15,10,6,1,2,0,0,0,0,0,0,0,1,
ZFA:0001258,floor plate rhombomere region,T1,T1,4.385,0,0,0,9.9154,15,10,8,1,2,0,0,0,0,0,0,0,1,
ZFA:0001340,nucleus of the tract of the postoptic commissure,T1,T1,4.385,0,0,0,9.9154,15,15,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001346,interrenal primordium,T1,T1,4.385,0,0,0,9.9154,15,15,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0001479,lateral line nerve,T1,T1,4.385,0,0,0,9.9154,15,4,5,1,1,0,0,0,0,0,0,0,1,
ZFA:0005869,cerebellar plate,T1,T1,4.385,0,0,0,9.9154,15,15,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0007014,anterior presumptive neural plate,T1,T1,4.385,0,0,0,9.9154,15,11,3,1,1,0,0,0,0,0,0,0,1,
ZFA:0000097,carotid artery,T1,T1,4.376,0,0,0,10.0149,14,4,1,1,0,0,0,0,0,0,0,0,1,
ZFA:0000102,dorsal fin fold,T1,T1,4.376,0,0,0,10.0149,14,14,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0000826,central nucleus torus semicircularis,T1,T1,4.376,0,0,0,10.0149,14,14,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000913,molecular layer valvula cerebelli,T1,T1,4.376,0,0,0,10.0149,14,13,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0001130,pharyngeal pouch 2,T1,T1,4.376,0,0,0,10.0149,14,14,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001131,pharyngeal pouch 3,T1,T1,4.376,0,0,0,10.0149,14,14,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001290,stomodeum,T1,T1,4.376,0,0,0,10.0149,14,14,0,1,2,1,0,0,0,0,0,0,1,
ZFA:0001303,vagal ganglion 2,T1,T1,4.376,0,0,0,10.0149,14,14,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001305,vagal ganglion 4,T1,T1,4.376,0,0,0,10.0149,14,14,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001550,caudal fin lepidotrichium,T1,T1,4.376,0,0,0,10.0149,14,13,3,1,1,0,0,0,0,0,0,0,1,
ZFA:0005063,cardiac conduction system,T1,T1,4.376,0,0,0,10.0149,14,1,7,1,1,0,0,0,0,0,0,0,1,
ZFA:0005317,pectoral fin fold,T1,T1,4.376,0,0,0,10.0149,14,14,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005463,oral ectoderm,T1,T1,4.376,0,0,0,10.0149,14,14,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005581,proximal pars anterior,T1,T1,4.376,0,0,0,10.0149,14,11,4,1,1,0,0,0,0,0,0,0,1,
ZFA:0005606,cranial vault,T1,T1,4.376,0,0,0,10.0149,14,2,7,1,1,0,0,0,0,0,0,0,1,
ZFA:0007051,interhyoideus,T1,T1,4.376,0,0,0,10.0149,14,14,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000172,branchial muscle,T1,T1,4.367,0,0,0,10.1218,13,3,14,1,2,0,0,0,0,0,0,0,1,
ZFA:0000225,lateral crista primordium,T1,T1,4.367,0,0,0,10.1218,13,13,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000372,interpeduncular nucleus medulla oblongata,T1,T1,4.367,0,0,0,10.1218,13,13,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000480,caudal octavolateralis nucleus,T1,T1,4.367,0,0,0,10.1218,13,13,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000857,somite 4,T1,T1,4.367,0,0,0,10.1218,13,11,3,1,0,0,0,0,0,0,0,0,1,
ZFA:0001096,immature anterior macula,T1,T1,4.367,0,0,0,10.1218,13,8,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0001128,pharyngeal pouch 1,T1,T1,4.367,0,0,0,10.1218,13,13,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001209,presumptive rhombomere 7,T1,T1,4.367,0,0,0,10.1218,13,13,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001304,vagal ganglion 3,T1,T1,4.367,0,0,0,10.1218,13,13,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0001466,photoreceptor outer segment layer,T1,T1,4.367,0,0,0,10.1218,13,13,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005005,aortic arch 1,T1,T1,4.367,0,0,0,10.1218,13,13,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005026,primary head sinus,T1,T1,4.367,0,0,0,10.1218,13,13,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005141,tooth pulp,T1,T1,4.367,0,0,0,10.1218,13,4,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0007048,ventral intermandibularis posterior,T1,T1,4.367,0,0,0,10.1218,13,13,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000136,otic lateral line neuromast,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000215,inferior olive,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000301,medial rectus,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000309,external yolk syncytial layer,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000366,inferior raphe nucleus,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000390,medial preglomerular nucleus,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,0,1,0,0,0,0,0,0,1,
ZFA:0000433,sensory trigeminal nucleus,T1,T1,4.358,0,0,0,10.2373,12,2,5,1,1,0,0,0,0,0,0,0,1,
ZFA:0000485,central nucleus inferior lobe,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0000524,infraorbital lateral line,T1,T1,4.358,0,0,0,10.2373,12,1,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0000789,mesoderm pectoral fin bud,T1,T1,4.358,0,0,0,10.2373,12,12,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0000938,central canal,T1,T1,4.358,0,0,0,10.2373,12,10,1,1,2,0,0,0,0,0,0,0,1,
ZFA:0001231,pharyngeal arch 4 skeleton,T1,T1,4.358,0,0,0,10.2373,12,8,8,1,2,0,0,0,0,0,0,0,1,
ZFA:0001271,neurohypophysis,T1,T1,4.358,0,0,0,10.2373,12,10,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0001345,interrenal gland,T1,T1,4.358,0,0,0,10.2373,12,12,1,1,1,0,0,0,0,0,0,1,1,
ZFA:0001360,parapineal organ,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0001443,choroid plexus,T1,T1,4.358,0,0,0,10.2373,12,11,6,1,1,0,0,0,0,0,0,0,1,
ZFA:0001507,trabecula cranii,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,3,1,0,0,0,0,0,0,1,
ZFA:0001576,sympathetic nervous system,T1,T1,4.358,0,0,0,10.2373,12,3,3,1,0,0,0,0,0,0,0,0,1,
ZFA:0001718,presumptive atrium heart tube,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005059,trabecular layer,T1,T1,4.358,0,0,0,10.2373,12,8,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0005136,inner dental epithelium,T1,T1,4.358,0,0,0,10.2373,12,12,0,1,1,1,0,0,0,0,0,0,1,
ZFA:0005580,rostral pars anterior,T1,T1,4.358,0,0,0,10.2373,12,9,2,1,1,0,0,0,0,0,0,0,1,
ZFA:0000054,pericardium,T1,T1,4.349,0,0,0,10.3628,11,11,1,1,1,0,0,0,0,0,0,0,1,
ZFA:0000073,somite 5,T1,T1,4.349,0,0,0,10.3628,11,10,3,1,0,0,0,0,0,0,0,0,1,
