atlas,cluster_id,broad_gold,fine_gold,current_kind,current_bucket,current_correct,category,candidate_zfa,candidate_name,candidate_tier,candidate_support,candidate_depth,best_parent_support,clears_06_floor,fine_match
daniocell,mese.17,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.18,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.19,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.2,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.20,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.21,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.22,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.23,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.24,mese,mesenchyme,rollup,mesoderm,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.25,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.26,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.27,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.28,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.29,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.3,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.30,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.31,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.32,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.33,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.4,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.5,mese,mesenchyme,named,head mesenchyme,1,covered,,,,0,-1,0,0,0
daniocell,mese.6,mese,mesenchyme,named,nervous system,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.7,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.8,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mese.9,mese,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.1,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.10,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.11,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.12,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.13,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.14,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.15,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.16,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.17,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.18,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.19,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.2,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.20,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.21,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.22,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.23,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.24,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.3,mura,mural,named,mesenchyme,1,covered,,,,0,-1,0,0,0
daniocell,mura.4,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.5,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.6,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.7,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,mura.8,mura,mural,fallback,mural,1,covered,,,,0,-1,0,0,0
daniocell,mura.9,mura,mural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.1,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.10,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.11,musc,muscle,rollup,mesoderm,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.12,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.13,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.14,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.15,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.16,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.17,musc,muscle,rollup,mesoderm,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.18,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.19,musc,muscle,named,segmental plate,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.2,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.20,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.21,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.22,musc,muscle,named,myotome,1,covered,,,,0,-1,0,0,0
daniocell,musc.23,musc,muscle,rollup,mesoderm,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.24,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.25,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.26,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.27,musc,muscle,named,myotome,1,covered,,,,0,-1,0,0,0
daniocell,musc.28,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.29,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.3,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.30,musc,muscle,named,myotome,1,covered,,,,0,-1,0,0,0
daniocell,musc.31,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.32,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.33,musc,muscle,named,myotome,1,covered,,,,0,-1,0,0,0
daniocell,musc.34,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.35,musc,muscle,rollup,mesoderm,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.36,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.4,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.5,musc,muscle,named,myotome,1,covered,,,,0,-1,0,0,0
daniocell,musc.6,musc,muscle,rollup,mesoderm,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.7,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.8,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,musc.9,musc,muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.1,neur,neural,named,forebrain,1,covered,,,,0,-1,0,0,0
daniocell,neur.10,neur,neural,named,telencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.11,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.12,neur,neural,named,diencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.13,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.14,neur,neural,named,telencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.15,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.16,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.17,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.18,neur,neural,named,telencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.19,neur,neural,named,forebrain,1,covered,,,,0,-1,0,0,0
daniocell,neur.2,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.20,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.21,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.22,neur,neural,named,forebrain,1,covered,,,,0,-1,0,0,0
daniocell,neur.23,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.24,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.25,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.26,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.27,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.28,neur,neural,named,brain,1,covered,,,,0,-1,0,0,0
daniocell,neur.29,neur,neural,named,telencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.3,neur,neural,named,forebrain,1,covered,,,,0,-1,0,0,0
daniocell,neur.30,neur,neural,rollup,ectoderm,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.31,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.32,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.33,neur,neural,named,diencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.34,neur,neural,named,forebrain,1,covered,,,,0,-1,0,0,0
daniocell,neur.35,neur,neural,named,telencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.36,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.37,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.38,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.39,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.4,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.40,neur,neural,named,telencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.41,neur,neural,named,telencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.42,neur,neural,named,forebrain,1,covered,,,,0,-1,0,0,0
daniocell,neur.43,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.44,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.45,neur,neural,named,peripheral olfactory organ,1,covered,,,,0,-1,0,0,0
daniocell,neur.46,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.47,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.48,neur,neural,named,diencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.5,neur,neural,named,telencephalon,1,covered,,,,0,-1,0,0,0
daniocell,neur.6,neur,neural,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,neur.7,neur,neural,named,forebrain,1,covered,,,,0,-1,0,0,0
daniocell,neur.8,neur,neural,named,forebrain,1,covered,,,,0,-1,0,0,0
daniocell,neur.9,neur,neural,named,telencephalon,1,covered,,,,0,-1,0,0,0
daniocell,otic.1,otic,otic,rollup,ectoderm,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.10,otic,otic,named,otic vesicle,1,covered,,,,0,-1,0,0,0
daniocell,otic.11,otic,otic,named,integument,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.12,otic,otic,named,otic vesicle,1,covered,,,,0,-1,0,0,0
daniocell,otic.13,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.14,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.15,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.16,otic,otic,named,otic vesicle,1,covered,,,,0,-1,0,0,0
daniocell,otic.17,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.18,otic,otic,named,epidermis,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.19,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.2,otic,otic,named,otic vesicle,1,covered,,,,0,-1,0,0,0
daniocell,otic.20,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.21,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.22,otic,otic,named,otic vesicle,1,covered,,,,0,-1,0,0,0
daniocell,otic.3,otic,otic,named,otic vesicle,1,covered,,,,0,-1,0,0,0
daniocell,otic.4,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.5,otic,otic,named,otic vesicle,1,covered,,,,0,-1,0,0,0
daniocell,otic.6,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.7,otic,otic,named,neuromast,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.8,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,otic.9,otic,otic,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,peri.1,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,14,6,19,1,1
daniocell,peri.10,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,12,6,18,1,1
daniocell,peri.11,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,15,6,18,1,1
daniocell,peri.12,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,16,6,19,1,1
daniocell,peri.13,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,12,6,19,1,1
daniocell,peri.14,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,15,6,18,1,1
daniocell,peri.15,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,11,6,16,1,1
daniocell,peri.16,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,16,6,18,1,1
daniocell,peri.17,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,14,6,17,1,1
daniocell,peri.18,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,10,6,17,0,1
daniocell,peri.19,peri,periderm,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,16,6,19,1,1
daniocell,peri.2,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,13,6,20,1,1
daniocell,peri.20,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,17,6,19,1,1
daniocell,peri.21,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,15,6,19,1,1
daniocell,peri.22,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,14,6,17,1,1
daniocell,peri.23,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,17,6,20,1,1
daniocell,peri.24,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,16,6,20,1,1
daniocell,peri.25,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,16,6,19,1,1
daniocell,peri.26,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,13,6,16,1,1
daniocell,peri.27,peri,periderm,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,11,6,16,1,1
daniocell,peri.28,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,13,6,17,1,1
daniocell,peri.29,peri,periderm,named,integument,1,panel_addable_deeper_correct,ZFA:0001185,periderm,T1,12,6,18,1,1
daniocell,peri.3,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,14,6,19,1,1
daniocell,peri.30,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,13,6,18,1,1
daniocell,peri.31,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,18,6,20,1,1
daniocell,peri.32,peri,periderm,abstain,mixed/unresolved,0,resolution_bound,,,,0,-1,0,0,0
daniocell,peri.4,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,12,6,18,1,1
daniocell,peri.5,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,18,6,20,1,1
daniocell,peri.6,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,14,6,18,1,1
daniocell,peri.7,peri,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,13,6,18,1,1
daniocell,peri.8,peri,periderm,rollup,ectoderm,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,14,6,19,1,1
daniocell,peri.9,peri,periderm,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001185,periderm,T1,11,6,14,1,1
daniocell,pgc.1,pgc,pgc,fallback,germline,1,covered,,,,0,-1,0,0,0
daniocell,pgc.2,pgc,pgc,named,primordial germ cell,1,covered,,,,0,-1,0,0,0
daniocell,pigm.1,pigm,pigment,named,xanthophore,1,covered,,,,0,-1,0,0,0
daniocell,pigm.10,pigm,pigment,named,pigment cell,1,covered,,,,0,-1,0,0,0
daniocell,pigm.11,pigm,pigment,fallback,pigment,1,covered,,,,0,-1,0,0,0
daniocell,pigm.12,pigm,pigment,named,xanthophore,1,covered,,,,0,-1,0,0,0
daniocell,pigm.13,pigm,pigment,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pigm.14,pigm,pigment,named,melanocyte,1,covered,,,,0,-1,0,0,0
daniocell,pigm.15,pigm,pigment,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pigm.16,pigm,pigment,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pigm.17,pigm,pigment,abstain,mixed/unresolved,0,resolution_bound,,,,0,-1,0,0,0
daniocell,pigm.18,pigm,pigment,named,pigment cell,1,covered,,,,0,-1,0,0,0
daniocell,pigm.19,pigm,pigment,named,pigment cell,1,covered,,,,0,-1,0,0,0
daniocell,pigm.2,pigm,pigment,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pigm.20,pigm,pigment,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pigm.21,pigm,pigment,named,pigment cell,1,covered,,,,0,-1,0,0,0
daniocell,pigm.22,pigm,pigment,named,xanthophore,1,covered,,,,0,-1,0,0,0
daniocell,pigm.23,pigm,pigment,named,pigment cell,1,covered,,,,0,-1,0,0,0
daniocell,pigm.3,pigm,pigment,named,xanthophore,1,covered,,,,0,-1,0,0,0
daniocell,pigm.4,pigm,pigment,named,pigment cell,1,covered,,,,0,-1,0,0,0
daniocell,pigm.5,pigm,pigment,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pigm.6,pigm,pigment,named,forebrain,0,resolution_bound,,,,0,-1,0,0,0
daniocell,pigm.7,pigm,pigment,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pigm.8,pigm,pigment,named,xanthophore,1,covered,,,,0,-1,0,0,0
daniocell,pigm.9,pigm,pigment,named,melanocyte,1,covered,,,,0,-1,0,0,0
daniocell,pron.1,pron,pronephros,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pron.10,pron,pronephros,named,pronephric duct,1,covered,,,,0,-1,0,0,0
daniocell,pron.11,pron,pronephros,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pron.12,pron,pronephros,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pron.13,pron,pronephros,abstain,mixed/unresolved,0,resolution_bound,,,,0,-1,0,0,0
daniocell,pron.14,pron,pronephros,named,pronephric duct,1,covered,,,,0,-1,0,0,0
daniocell,pron.15,pron,pronephros,named,epiphysis,0,selection_bound,,,,0,-1,0,0,0
daniocell,pron.16,pron,pronephros,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pron.17,pron,pronephros,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pron.2,pron,pronephros,abstain,mixed/unresolved,0,resolution_bound,,,,0,-1,0,0,0
daniocell,pron.3,pron,pronephros,named,pronephric duct,1,covered,,,,0,-1,0,0,0
daniocell,pron.4,pron,pronephros,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pron.5,pron,pronephros,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pron.6,pron,pronephros,named,pronephric duct,1,covered,,,,0,-1,0,0,0
daniocell,pron.7,pron,pronephros,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pron.8,pron,pronephros,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,pron.9,pron,pronephros,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.1,tast,taste,named,peripheral olfactory organ,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.10,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.11,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.12,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.13,tast,taste,rollup,ectoderm,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.14,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.15,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.16,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.17,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.18,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.19,tast,taste,named,retina,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.2,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.20,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.3,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.4,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.5,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.6,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.7,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.8,tast,taste,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
daniocell,tast.9,tast,taste,named,peripheral olfactory organ,0,selection_bound,,,,0,-1,0,0,0
zscape,adrenal_gland,Endocrine,adrenal gland,fallback,interrenal,1,panel_addable_deeper_correct,ZFA:0001110,ovarian follicle,T1,3,15,13,0,0
zscape,anterior_migratory_muscle,Cranial Muscle (Late),anterior migratory muscle,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,basal_cell,Epidermis,basal cell,named,epidermis,1,covered,,,,0,-1,0,0,0
zscape,cardiomyocyte,Heart,cardiomyocyte,rollup,mesoderm,0,selection_bound,,,,0,-1,0,0,0
zscape,chondrocranium,Pharyngeal Arch,chondrocranium,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001306,pharyngeal arch,T1,3,6,19,0,0
zscape,connective_tissue_meninges_dermal_fb,Connective Tissue,connective tissue-meninges-dermal FB,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0005619,skeletal tissue,T1,4,8,20,0,0
zscape,contains_head_vasculature,Connective Tissue,contains head vasculature?,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,cranial_muscle_early,Pharyngeal Arch,cranial muscle (early),abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001611,pharyngeal arch 2,T1,3,7,19,0,0
zscape,cranial_muscle_late,Cranial Muscle (Late),cranial muscle (late),rollup,mesoderm,0,selection_bound,,,,0,-1,0,0,0
zscape,cranial_muscle_mid,Pharyngeal Arch,cranial muscle (mid),abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001612,pharyngeal arch 1,T1,6,7,19,0,0
zscape,cranial_muscle_non_somitic_fast_twitch,Cranial Muscle (Late),"cranial muscle (non-somitic, fast-twitch)",abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,cranial_muscle_progenitor,Pharyngeal Arch,cranial muscle (progenitor),abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001306,pharyngeal arch,T1,8,6,19,0,0
zscape,cranial_neural_crest,Cranial NC,cranial neural crest,abstain,mixed/unresolved,0,resolution_bound,,,,0,-1,0,0,0
zscape,differentiating_neuron_1,Central Nervous System,differentiating neuron 1,named,brain,1,covered,,,,0,-1,0,0,0
zscape,differentiating_neuron_2,Central Nervous System,differentiating neuron 2,named,telencephalon,1,covered,,,,0,-1,0,0,0
